,0
190,176.45122451052382
191,175.36801926969588
192,187.3221233212435
193,167.03309661962186
194,168.40938932059507
195,178.75623096341275
196,157.68629486041237
197,177.2559881992678
198,174.76997309557655
199,177.75040785280652
200,168.6419324764378
201,179.10367968832185
202,171.0564622241175
203,171.63726023359223
204,168.87589279285692
205,179.7348081728911
206,170.34959031269494
207,169.10371473792915
208,177.66273934718936
209,171.00519776273086
210,182.13359630257244
211,163.44226866672534
212,175.98395971826133
213,169.41014974096728
214,164.16160477638505
215,180.19974464745812
216,177.48083681012474
217,171.34769119306435
218,171.2251342927501
219,171.9116602604845
220,171.4765849514594
221,173.75700833745518
222,176.8703650782566
223,168.09135745948336
224,168.15572477247815
225,168.7962940500684
226,172.7935664933221
227,165.35914052943158
228,190.3208406946275
229,169.25463067481104
230,172.3770818819802
231,178.34569219323112
232,167.00672712067131
233,173.98230171729165
234,178.13192081064244
235,159.90745699099546
236,162.06482137050668
237,179.7787349701289
238,170.95527335512637
239,184.00846933537574
240,166.24802169468356
241,181.54301677076714
242,179.24594061497845
243,176.04002537889627
244,176.6558181906626
245,179.6914318567063
246,169.9692656646148
247,179.60443460156543
248,171.6307296208071
249,184.21916335955893
250,178.94723962436078
251,169.05405131381823
252,173.157842525076
253,176.1252084617335
254,185.52552521433722
255,172.69804507169943
256,182.64761539421278
257,175.4419924384444
258,173.5298569949175
259,176.3936705976332
260,169.31543083162356
261,173.00751262132366
262,170.18015987129957
263,182.7639891942673
264,185.2385118364936
265,177.4464922176361
266,171.87023070061284
267,166.9162917169207
268,169.12238743072453
269,172.4698636067495
270,174.87866644383476
271,165.34929379103548
272,160.62309547897027
273,184.07266929163134
274,172.62882349657252
275,174.7266457532164
276,181.27922207657187
277,176.00942373433878
278,165.24242754308855
279,163.79613194986382
280,179.67155555221154
281,176.7200898348781
282,171.4535754472607
283,178.63123562958273
284,179.1321427481717
285,166.05671584365902
286,176.5819643483841
287,169.1964091089646
288,183.6807752130186
289,185.3072451389936
290,171.26786168797923
291,179.04333222562255
292,167.328347565466
293,179.09234847293894
294,163.60513820009407
295,180.8465474156667
296,172.2999733731768
297,164.79072736464832
298,171.87119579958105
299,178.42176675035242
300,171.325318022213
301,170.57267087505198
302,174.39886805926002
303,173.81784111565827
304,193.09862022225244
305,170.8486513391376
306,163.0641128868182
307,161.11203948250613
308,172.18460534608514
309,167.88482441314258
310,176.9375249834301
311,171.9182239710928
312,180.2134494218159
313,185.8780198933737
314,172.27703738841203
315,170.52950662226974
316,178.42187693501634
317,165.7936336833433
318,166.53194526851587
319,173.306662915249
320,176.3935798715543
321,175.5084979170947
322,178.14832112728655
323,180.26440048987388
324,158.7688489580288
325,160.72554660032225
326,184.8656188598329
327,171.61600453841723
328,176.95101929728278
329,175.08491035913667
330,177.57774559052928
331,185.93528597841882
332,160.05977452489273
333,182.28961725241112
334,175.10274506551397
335,184.80609008891628
336,168.56418745905765
337,179.44233808910667
338,176.71583042522695
339,161.79528763403394
340,171.54256754060367
341,168.51900094292665
342,178.0279526937588
343,173.57005818302974
344,162.98716298017743
345,167.6678058155207
346,180.3089292077994
347,168.17727118070744
348,158.10664635841638
349,174.26350413446764
350,180.62200654748938
351,159.90136155037914
352,178.4590067630422
353,172.88444325645722
354,183.17950553172216
355,175.15624483619678
356,172.52943697643516
357,175.7513302444014
358,171.4114659433931
359,180.78183930821842
360,168.3408861225106
361,167.56674602231755
362,171.5356167940189
363,166.70315565401052
364,167.291989494747
365,170.08730728040163
366,167.71741451999762
367,172.52032895713305
368,173.4185267515178
369,174.59029506288707
370,169.58902883933268
371,168.53103116728636
372,179.34219321082577
373,163.69900274330485
374,161.06427009393875
375,180.8397221985058
376,171.88817002540395
377,176.6693581475952
378,171.13642674775838
379,170.0222588635576
380,174.5589861850086
381,176.85040777236196
382,164.00450990485774
383,166.88125561201466
384,169.3958931435458
385,178.08098089543887
386,174.50391587868447
387,176.6499759755229
388,188.3803695379313
389,166.28842594129594
390,173.81077927933336
391,158.74505971358298
392,169.18703734615158
393,177.19947787368164
394,174.07480885273438
395,169.0169803738598
396,173.5688533002661
397,181.1470313676459
398,169.98588808151396
399,174.50021437480467
400,189.1176368521972
401,165.0875306058392
402,176.57328022829034
403,172.31481518277553
404,164.43331203135673
405,158.74275764159722
406,173.99979864468966
407,176.730284638262
408,178.7596770997156
409,167.9206431317628
410,171.45694816940744
411,160.96802094564046
412,172.75535896059458
413,168.7270692715229
414,172.6148274897173
415,170.70162799817018
416,175.94561588958467
417,168.02266317101882
418,170.34973420392504
419,171.20964200170044
420,171.836657374713
421,175.37193323217184
422,166.56884721932133
423,169.42594581990204
424,171.291320382914
425,172.04708336243792
426,162.5538741299717
427,160.58912954446933
428,168.10238533948458
429,170.9854649231056
430,173.78296768006706
431,175.89990729843296
432,168.93495147997476
433,166.21389293031228
434,159.88016949024347
435,174.29913026747178
436,164.95565619845217
437,171.8912125700684
438,177.3535427549499
439,187.25118967777567
440,175.44943841700845
441,170.74835190117727
442,176.7299808743613
443,175.38581156557686
444,168.91602503930395
445,160.84009963601906
446,174.51421373604137
447,185.38376561440398
448,178.2141250348353
449,178.90350648049852
450,158.40558649521128
451,177.04242860247257
452,160.84982573010873
453,167.0084118122971
454,169.57446651695295
455,174.53280933975722
456,176.77671721346724
457,168.10098182437562
458,177.48410058852375
459,166.05799438331294
460,171.62084786994194
461,175.5656605519567
462,163.1110768965312
463,174.92498702435913
464,163.66800569284752
465,168.23879850660217
466,170.7407587122908
467,176.52935162961595
468,164.317942308253
469,175.9814718366442
470,184.20380404509436
471,183.39395294605882
472,168.68294990829224
473,164.68446898612618
474,171.58302488482204
475,174.64792115435594
476,170.815821235953
477,169.1380501020058
478,166.9666839814624
479,168.2956390403238
480,179.86428762583813
481,172.79034924238343
482,173.1314433394632
483,167.4777997723676
484,168.40254977195448
485,183.310746391889
486,172.8161542009513
487,173.41471603741795
488,175.28604593106755
489,172.84517720534436
490,155.2370830997375
491,174.77397340637543
492,164.96535115842218
493,171.64849605619628
494,175.33972511092313
495,163.67833185837807
496,176.76237622735835
497,174.82045017798677
498,177.1883796282752
499,175.6555176458538
500,182.8003400193606
501,172.66817859900888
502,179.0005946380435
503,169.9074481707837
504,168.7597034180222
505,186.1190818729793
506,177.06061050026977
507,175.631396534453
508,168.2732549656853
509,169.01990540060834
510,179.6834569148714
511,179.64323536819242
512,185.17142780079416
513,174.0620326296183
514,177.81603025671794
515,172.5954809202997
516,168.27887487049367
517,162.94790498217782
518,181.4415109102357
519,175.24884790658396
520,168.50690175996456
521,181.79651211672348
522,168.6609320649914
523,174.88708822178344
524,172.86474109498252
525,178.63063239629315
526,174.7497691325279
527,168.40701440088566
528,178.68097667387457
529,171.85767963768268
530,181.61320670735392
531,179.69909834542992
532,176.32568225239126
533,162.24637039682946
534,178.9333472094201
535,169.18338783212872
536,172.80006982338847
537,171.38859412177243
538,165.09279495493587
539,167.8254348412262
540,174.20651099141753
541,180.73470584640887
542,183.2918203004995
543,168.68014325493067
544,181.04743547869455
545,178.83188338513312
546,166.56500813096298
547,178.8380489519163
548,178.83032344226643
549,184.24484535479309
550,158.5095316667069
551,177.3409519016712
552,174.6039690542162
553,181.60327827495578
554,181.6700777772689
555,173.99103868552922
556,163.30709951383392
557,170.75035872483764
558,167.16023724438134
559,168.75483731221644
560,176.12177024350316
561,171.77391207377553
562,178.11153103799845
563,181.2912448569804
564,181.01291798231605
565,183.76501023557694
566,186.38405736048713
567,174.50742224798785
568,186.1163421647313
569,178.95446125537515
570,171.48240845536785
571,170.4193355943108
572,177.52694469566157
573,169.2421261644388
574,179.6170681123758
575,177.85521964220544
576,176.6225574276565
577,156.36437755345932
578,165.47370849708648
579,178.27629019143103
580,177.97823154500924
581,178.40825607814938
582,169.13661374562398
583,179.47784252327767
584,167.42031270276934
585,176.51846569551302
586,168.67693913407106
587,180.85166768518053
588,164.04680388104197
589,178.11895367495254
590,169.852817807532
591,181.43594226272182
592,180.77895744619425
593,182.32399941084265
594,167.7694920275151
595,180.20017557706038
596,175.44607701196833
597,169.7463222013788
598,162.41076776001037
599,171.80201759765123
600,160.66089361944728
601,151.49178549893816
602,157.92788571512872
603,154.8938831981825
604,151.38479005664036
605,161.03429834881348
606,172.9038634417201
607,160.71074120203448
608,161.98366981839825
609,156.87575026848316
610,154.90392922936613
611,158.19923442309423
612,157.29448886127733
613,163.22268145437147
614,150.14299239828566
615,161.65433398888945
616,155.5843445306009
617,160.04512238395372
618,154.73973533611658
619,155.80025757431352
620,160.42109182450213
621,147.83830536704573
622,149.48553225425292
623,156.64572022924713
624,167.03078616381353
625,154.1072488278161
626,159.11554133677186
627,157.83851394370956
628,152.64965198066605
629,147.57406038693136
630,153.37926599766212
631,163.45458800738672
632,155.90422715535524
633,160.73539023117218
634,151.61108436399556
635,146.632789251025
636,151.63350252211816
637,161.20315155476052
638,166.74901678575065
639,166.9062601197292
640,160.91279727825184
641,157.82568863140835
642,162.44010822496398
643,167.83017754978644
644,152.34115633470685
645,158.34090341434853
646,163.8427788497446
647,163.86067310188932
648,151.79722240776536
649,159.4464106627766
650,166.8807715828298
651,155.63466577869258
652,154.273354471185
653,156.97016636054013
654,158.84692961110756
655,149.30587607528645
656,153.98972130501096
657,152.5137920193802
658,159.03937469126464
659,161.34704320134438
660,155.39633605330533
661,160.91974855889782
662,159.96284623887948
663,149.75649701066905
664,169.35071367126295
665,154.31456454310472
666,154.71372726373482
667,161.565655631139
668,153.83293845026907
669,162.9184689183005
670,161.78888429611808
671,159.87593227498843
672,155.42727104485948
673,155.63602589731457
674,153.29399463467072
675,164.22215352537404
676,161.323642863513
677,155.49912362483704
678,159.8511220446494
679,152.19801209018206
680,164.60339751145793
681,155.16306045452464
682,160.9322924373024
683,161.29955691526737
684,159.58636693815865
685,156.92689297302482
686,148.95820751568328
687,155.9126420791721
688,153.858759377616
689,160.73621817617706
690,169.33407863012278
691,145.53893747851635
692,160.07005347840249
693,160.29399564647096
694,154.69460883293584
695,154.60985002727313
696,160.39297566979596
697,156.2685223890616
698,159.84984644400308
699,159.93361556673085
700,162.16969489958504
701,154.41624248160812
702,154.74094442899403
703,155.2248343047389
704,161.76723352231377
705,158.37778482680676
706,155.60116249526706
707,164.52835729590436
708,158.08687336444467
709,155.31935937177468
710,155.53074499902965
711,156.64108251094385
712,160.1963709107801
713,165.22984920809333
714,158.24377400198082
715,169.24419205480686
716,161.1956069961252
717,152.84899300339015
718,157.46749298399288
719,151.71991651042524
720,159.92546474910083
721,158.2938549307767
722,149.55020472076677
723,159.04023119699798
724,161.79450262549133
725,158.20669639356387
726,155.44975938519
727,165.62202631705992
728,157.75097923595223
729,164.5220430766599
730,171.2864612787185
731,159.63786273951743
732,161.70626496514197
733,164.89412220794296
734,165.8589625040363
735,157.84615538839108
736,155.2400969468952
737,159.49215662144957
738,151.30467103030304
739,161.5943376796082
740,160.27961904798312
741,161.93382602439485
742,164.51325834374128
743,160.88468919697166
744,161.16890649452006
745,156.84499906305976
746,165.7188665642136
747,154.3103410629476
748,169.82671311349975
749,165.19553309632894
750,163.49028430163887
751,152.9234456990379
752,157.7589647250246
753,156.17818095677512
754,158.97428957741425
755,161.98002083785215
756,156.6231927832136
757,157.77402325051426
758,155.59469318854474
759,158.90346023078033
760,151.6720382157869
761,151.9715261079046
762,149.38240838602036
763,162.20532838062326
764,166.11925074051607
765,157.37080808831473
766,161.62025891990993
767,155.0265361256595
768,156.17427908267925
769,153.96176402374442
770,168.5159376306553
771,160.47001643923875
772,150.9750412946323
773,151.4385171113299
774,157.6300763951558
775,152.36203680392026
776,146.92014684737302
777,166.06220739421443
778,156.3260725260989
779,158.1506780003224
780,158.1183512583838
781,158.16217531630338
782,158.02183815697597
783,157.79949680066733
784,155.8901099998865
785,154.3195150705062
786,155.7953049317149
787,162.31894667888514
788,155.2933520936559
789,157.97470814688498
790,159.21204118983437
791,158.74708654947614
792,152.83443911742447
793,152.8034159439962
794,165.1182860131377
795,159.76812433352399
796,162.4796415357554
797,168.79269354687244
798,152.83522411721995
799,156.0546334855748
